99.16734647372833,10.,8.645635391111743e-7,1.e-6
156.20843675026973,10.,2.8509615527720495e-6,1.e-6
199.61953820996547,10.,3.3059295863201085e-6,1.e-6
256.64050901322355,10.,4.790832125983614e-6,1.e-6
309.52536752432644,10.,7.534918428333228e-6,1.e-6
352.376420387242,10.,6.773849119458594e-6,1.e-6
389.25005446048976,10.,9.400370234379358e-6,1.e-6
455.64956755609006,10.,8.734043156275555e-6,1.e-6
507.7168507202039,10.,0.000012639427416227305,1.e-6
555.7334951714994,10.,0.000011259724645411129,1.e-6
