1.00810931858102e-9,5.e-10,0.00003446977237638182,3.631452484670963e-6
5.0068281038357525e-8,5.e-10,1.5428159543377123e-8,1.4722116899326842e-9
1.006924492819357e-7,5.e-10,3.837486488493591e-9,3.6400036121815346e-10
1.5127353538384753e-7,5.e-10,1.713978434053809e-9,1.612759878921376e-10
2.0199403647327535e-7,5.e-10,9.058518213931456e-10,9.045207388472291e-11
2.504362511942343e-7,5.e-10,5.746242224512792e-10,5.8843871193494e-11
3.0188538668733135e-7,5.e-10,3.959262181080982e-10,4.049593614947861e-11
3.5097429972408723e-7,5.e-10,2.66493917878119e-10,2.9960219586947e-11
4.0092346869728705e-7,5.e-10,2.1887360896555211e-10,2.2960041370132148e-11
4.5056985916200893e-7,5.e-10,1.761675982105916e-10,1.8179057025048025e-11
