116.82261788731678,10.,4.118252044426469e-6,1.e-6
161.13404662230857,10.,3.4935184975751584e-6,1.e-6
212.78374756711145,10.,4.826991212332775e-6,1.e-6
243.96508508112677,10.,4.288704499242259e-6,1.e-6
298.83772147501577,10.,8.193767739976262e-6,1.e-6
354.3377469700184,10.,9.540105260845198e-6,1.e-6
411.06782497581133,10.,9.673159450873348e-6,1.e-6
436.9600367533154,10.,9.73232725929836e-6,1.e-6
518.1613836610093,10.,0.00001144020375489982,1.e-6
554.2847640659072,10.,0.000012142360859854986,1.e-6
